"Data Source","World Development Indicators",

"Last Updated Date","2023-07-25",

"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020","2021","2022",
"Belarus","BLR","Government expenditure per student, primary (% of GDP per capita)","SE.XPD.PRIM.PC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Belize","BLZ","Government expenditure per student, primary (% of GDP per capita)","SE.XPD.PRIM.PC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","16.87322","16.24497","","","","12.42717","13.71514","14.12419","","15.48145","16.09631","18.24662","","15.03615","16.10865","16.34612","15.10773","16.23127","16.55987","","","","","",
"Bermuda","BMU","Government expenditure per student, primary (% of GDP per capita)","SE.XPD.PRIM.PC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","9.40736","10.92196","","","","","11.96799","","","","8.46154","8.05056","","","","","","","",
"Bolivia","BOL","Government expenditure per student, primary (% of GDP per capita)","SE.XPD.PRIM.PC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Brazil","BRA","Government expenditure per student, primary (% of GDP per capita)","SE.XPD.PRIM.PC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","10.62585","10.5463","10.36094","9.79901","","12.68983","15.19637","","16.92151","18.13079","19.65354","20.5004","20.12935","19.54553","19.66313","19.45078","20.05496","","","","","","","",
"Barbados","BRB","Government expenditure per student, primary (% of GDP per capita)","SE.XPD.PRIM.PC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","10.55182","14.11934","19.46455","17.83147","19.45603","19.83642","19.17852","","","22.13818","","","","","","","","20.75168","","","","","","",
"Brunei Darussalam","BRN","Government expenditure per student, primary (% of GDP per capita)","SE.XPD.PRIM.PC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5.01888","","","","","","8.87354","","","","","","",
"Bhutan","BTN","Government expenditure per student, primary (% of GDP per capita)","SE.XPD.PRIM.PC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","8.30296","10.3683","","","7.13574","8.72884","7.50761","9.10615","","7.73873","12.84915","","","","","","","","",
"Botswana","BWA","Government expenditure per student, primary (% of GDP per capita)","SE.XPD.PRIM.PC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","17.22529","","13.54782","","10.0503","","","","","","","","","","","","","",
"Central African Republic","CAF","Government expenditure per student, primary (% of GDP per capita)","SE.XPD.PRIM.PC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","7.29856","5.34246","","4.33596","4.10032","","","","","","","","","","","","",
"Canada","CAN","Government expenditure per student, primary (% of GDP per capita)","SE.XPD.PRIM.PC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","17.56737","","","","","","","",
"Central Europe and the Baltics","CEB","Government expenditure per student, primary (% of GDP per capita)","SE.XPD.PRIM.PC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","18.23332","19.67888","18.5154","14.67982","17.34336","23.201875","19.19181","21.41809","21.56424","22.16611","19.95759","19.293605","22.501625","19.88464","19.99539","20.29085","","","","","","",
"Switzerland","CHE","Government expenditure per student, primary (% of GDP per capita)","SE.XPD.PRIM.PC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","21.62705","21.01051","20.04724","21.01328","22.38294","22.68793","22.70432","21.91685","20.99529","20.36261","18.63799","21.82949","21.89051","23.32384","26.95624","26.87479","26.41578","24.56797","24.78876","","","","","","",
"Channel Islands","CHI","Government expenditure per student, primary (% of GDP per capita)","SE.XPD.PRIM.PC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Chile","CHL","Government expenditure per student, primary (% of GDP per capita)","SE.XPD.PRIM.PC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","13.39076","11.69179","","13.85617","","15.34352","14.58796","12.19072","11.47725","10.46523","11.21729","13.9227","16.12883","14.57257","15.01703","16.77241","15.78767","14.18282","15.18748","18.29521","18.38536","","","","","",
"China","CHN","Government expenditure per student, primary (% of GDP per capita)","SE.XPD.PRIM.PC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5.90241","","","","","","","","","","","","","","","","","","","","","","","","",
"Cote d'Ivoire","CIV","Government expenditure per student, primary (% of GDP per capita)","SE.XPD.PRIM.PC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","15.42192","14.10458","14.31843","13.0342","12.75154","","","","","16.26761","16.46328","15.56569","15.51095","","12.48176","13.59607","13.57966","12.75758","13.78098","15.7917","13.17057","13.27872","","","","",
"Cameroon","CMR","Government expenditure per student, primary (% of GDP per capita)","SE.XPD.PRIM.PC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","6.0289","6.43976","6.82803","5.11196","6.28029","5.92604","5.27591","5.44964","","","","","","","","","","",
"Congo, Dem. Rep.","COD","Government expenditure per student, primary (% of GDP per capita)","SE.XPD.PRIM.PC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3.10452","","","7.19307","","","","","","","","","",
"Congo, Rep.","COG","Government expenditure per student, primary (% of GDP per capita)","SE.XPD.PRIM.PC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","7.15206","","","3.03459","","","","","11.68812","","","","","","","","","","","","",
"Colombia","COL","Government expenditure per student, primary (% of GDP per capita)","SE.XPD.PRIM.PC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","13.17931","15.15137","11.87519","12.96792","","","15.77199","15.40003","","12.38764","12.3262","15.48542","15.46718","14.75523","14.86019","16.59328","17.04063","17.41694","17.44523","17.84725","16.98989","","","","",
"Comoros","COM","Government expenditure per student, primary (% of GDP per capita)","SE.XPD.PRIM.PC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5.48902","","","","5.57682","","","","","","16.14708","","","9.63088","","8.10595","9.75717","","","","","","","","",
"Cabo Verde","CPV","Government expenditure per student, primary (% of GDP per capita)","SE.XPD.PRIM.PC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","17.02072","","","19.06788","18.31226","13.37293","12.63154","15.48596","","15.70374","","14.50744","16.47302","16.62463","17.06822","16.65962","","","","","",
"Costa Rica","CRI","Government expenditure per student, primary (% of GDP per capita)","SE.XPD.PRIM.PC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","17.46328","15.66871","15.14994","16.49449","","16.90553","","14.54023","14.90954","16.22261","21.20577","24.44369","23.20475","24.78822","24.75781","25.14192","26.71543","24.86943","22.2852","20.82721","","","","",
"Caribbean small states","CSS","Government expenditure per student, primary (% of GDP per capita)","SE.XPD.PRIM.PC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","10.40992","11.35551","15.44614","12.01122","10.44276","13.1913","","13.28476","13.400815","16.718175","21.98013","21.56639","22.68455","23.1628","23.52822","22.17824","21.77293","23.44592","21.68464","","","","",
"Cuba","CUB","Government expenditure per student, primary (% of GDP per capita)","SE.XPD.PRIM.PC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","22.22913","25.03074","28.28703","28.87794","37.25261","","40.48471","40.26802","33.60052","45.57016","46.18943","43.20693","49.06773","","","","","","","","","","","","",
"Curacao","CUW","Government expenditure per student, primary (% of GDP per capita)","SE.XPD.PRIM.PC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","10.00974","","","","","","","","","",
"Cayman Islands","CYM","Government expenditure per student, primary (% of GDP per capita)","SE.XPD.PRIM.PC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","17.08667","17.06149","","","","","","","","","","","","","","","","",
"Cyprus","CYP","Government expenditure per student, primary (% of GDP per capita)","SE.XPD.PRIM.PC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","15.93164","14.92825","17.57393","18.42496","21.29908","19.8443","20.69913","22.12502","23.47126","25.87021","28.88672","30.88","32.1672","","31.53895","32.09534","32.18788","31.88086","","","","","","",
"Czechia","CZE","Government expenditure per student, primary (% of GDP per capita)","SE.XPD.PRIM.PC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","9.65775","10.37504","10.55876","10.18336","10.79016","11.69317","11.63192","11.47255","12.37569","11.9492","12.43496","15.05327","14.86288","15.40649","15.70228","15.33593","15.10781","14.94718","13.8679","","","","","","",
"Germany","DEU","Government expenditure per student, primary (% of GDP per capita)","SE.XPD.PRIM.PC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","16.4901","","","","","","","","15.60472","15.13138","15.10081","17.1887","17.66182","17.05452","17.32327","17.55396","17.6705","17.50845","17.44257","","","","","","",
"Djibouti","DJI","Government expenditure per student, primary (% of GDP per capita)","SE.XPD.PRIM.PC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","41.80603","","","","","","","","21.50894","22.71884","23.11144","","","","","","","","37.32327","","","","","","",
"Dominica","DMA","Government expenditure per student, primary (% of GDP per capita)","SE.XPD.PRIM.PC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","13.70551","17.4377","13.60483","15.05707","14.86315","13.50686","","","14.64306","","","","","","","",
"Denmark","DNK","Government expenditure per student, primary (% of GDP per capita)","SE.XPD.PRIM.PC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","26.33723","24.05078","23.61791","24.80682","23.97886","","24.20814","24.61318","23.94687","23.82334","24.10346","27.95176","27.88253","21.68502","25.61737","25.37714","25.05246","","","","","","","","",
"Dominican Republic","DOM","Government expenditure per student, primary (% of GDP per capita)","SE.XPD.PRIM.PC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","7.48818","","4.34337","6.43366","","8.2772","6.71813","6.73028","7.05473","6.86943","8.6533","14.41983","14.76884","14.92318","15.80752","14.61223","16.18636","","","","",
"Algeria","DZA","Government expenditure per student, primary (% of GDP per capita)","SE.XPD.PRIM.PC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","12.18372","9.89895","","10.98786","11.47531","","","","","","","","","","","","","","","","","","","",
"East Asia & Pacific (excluding high income)","EAP","Government expenditure per student, primary (% of GDP per capita)","SE.XPD.PRIM.PC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","14.19945","12.38303","14.92751","11.00235","12.512775","","","","","","","","","",
"Early-demographic dividend","EAR","Government expenditure per student, primary (% of GDP per capita)","SE.XPD.PRIM.PC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"East Asia & Pacific","EAS","Government expenditure per student, primary (% of GDP per capita)","SE.XPD.PRIM.PC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","13.84371","12.39318","","12.83716","15.354445","14.512445","","","","","","","","",
"Europe & Central Asia (excluding high income)","ECA","Government expenditure per student, primary (% of GDP per capita)","SE.XPD.PRIM.PC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Europe & Central Asia","ECS","Government expenditure per student, primary (% of GDP per capita)","SE.XPD.PRIM.PC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","20.36261","20.668285","21.82949","22.16611","21.236595","19.70147","22.115675","21.88263","21.589135","20.553325","","","","","","",
"Ecuador","ECU","Government expenditure per student, primary (% of GDP per capita)","SE.XPD.PRIM.PC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3.82341","2.85831","","","","","","","","","11.11195","10.36507","11.06979","10.71402","11.7664","10.30478","9.43166","9.51098","","","","","","",
"Egypt, Arab Rep.","EGY","Government expenditure per student, primary (% of GDP per capita)","SE.XPD.PRIM.PC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","9.84518","","","","","",
"Euro area","EMU","Government expenditure per student, primary (% of GDP per capita)","SE.XPD.PRIM.PC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","17.089975","18.204205","17.52698","18.87409","20.379025","19.05644","18.620425","18.70023","18.172645","19.04052","18.97337","21.27594","21.9884","20.85975","20.41177","21.38818","21.20796","21.6772","20.279965","","","","","","",
"Eritrea","ERI","Government expenditure per student, primary (% of GDP per capita)","SE.XPD.PRIM.PC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","8.53737","6.88606","","5.26822","","","","","","","","","","","","","","","","","","",
"Spain","ESP","Government expenditure per student, primary (% of GDP per capita)","SE.XPD.PRIM.PC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","16.97009","17.73268","17.22694","17.52693","17.76286","18.16935","18.5236","18.70023","19.01719","19.04052","20.00129","21.27594","21.0723","20.95462","18.2858","17.62613","17.33387","17.27588","17.11832","","","","","","",
"Estonia","EST","Government expenditure per student, primary (% of GDP per capita)","SE.XPD.PRIM.PC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","18.12812","17.20986","21.01852","","18.23332","19.45395","19.05644","18.71725","19.41023","","19.19181","25.22305","27.1246","24.79584","22.2866","22.53824","25.87764","22.38644","19.99539","20.29085","","","","","","",
"Ethiopia","ETH","Government expenditure per student, primary (% of GDP per capita)","SE.XPD.PRIM.PC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","18.80715","","","","","","","","","","","","9.1739","7.98136","8.91555","8.44536","","8.50257","7.87686","","","","","","","",
"European Union","EUU","Government expenditure per student, primary (% of GDP per capita)","SE.XPD.PRIM.PC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","17.20986","18.204205","18.89933","19.51486","20.603955","19.05644","18.71725","20.05468","21.58024","19.201205","20.70969","21.459055","21.93123","20.76488","20.05662","22.115675","21.20796","20.768525","20.26908","","","","","","",
"Fragile and conflict affected situations","FCS","Government expenditure per student, primary (% of GDP per capita)","SE.XPD.PRIM.PC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Finland","FIN","Government expenditure per student, primary (% of GDP per capita)","SE.XPD.PRIM.PC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","16.81586","16.3202","16.73011","17.20851","17.70462","17.78093","17.21847","17.3281","16.79146","17.70355","19.51865","20.12141","20.22268","20.60201","20.71923","21.13702","21.99535","21.50883","","","","","","",
"Fiji","FJI","Government expenditure per student, primary (% of GDP per capita)","SE.XPD.PRIM.PC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","17.37067","","","","","","","15.78444","","12.35277","","","","","","","","","",
"France","FRA","Government expenditure per student, primary (% of GDP per capita)","SE.XPD.PRIM.PC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","17.48975","17.52698","","","17.74476","17.95336","17.54639","17.2182","17.83394","17.5281","17.99072","18.15487","17.91099","17.49746","17.71386","17.68894","17.53958","17.3647","","","","","","",
"Faroe Islands","FRO","Government expenditure per student, primary (% of GDP per capita)","SE.XPD.PRIM.PC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Micronesia, Fed. Sts.","FSM","Government expenditure per student, primary (% of GDP per capita)","SE.XPD.PRIM.PC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Gabon","GAB","Government expenditure per student, primary (% of GDP per capita)","SE.XPD.PRIM.PC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4.71526","","","","","","","","","","","",
"United Kingdom","GBR","Government expenditure per student, primary (% of GDP per capita)","SE.XPD.PRIM.PC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","12.48974","12.32138","12.72822","13.26629","14.41264","16.29736","15.87519","17.01127","19.733","20.91308","21.33528","22.24086","24.33356","24.67365","","23.14708","23.5778","24.97949","24.17334","","","","","","",
"Georgia","GEO","Government expenditure per student, primary (% of GDP per capita)","SE.XPD.PRIM.PC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","12.99487","","","11.08271","8.84112","","","","","","","","","","",
"Ghana","GHA","Government expenditure per student, primary (% of GDP per capita)","SE.XPD.PRIM.PC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","17.96058","","","23.75687","21.80533","13.87324","12.88503","12.94008","11.6387","","24.35381","17.22794","7.27847","6.44452","","","","","","","","",
"Gibraltar","GIB","Government expenditure per student, primary (% of GDP per capita)","SE.XPD.PRIM.PC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Guinea","GIN","Government expenditure per student, primary (% of GDP per capita)","SE.XPD.PRIM.PC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4.60409","6.59926","6.96047","5.4507","5.31877","6.91242","6.07708","","6.81269","","","","","","",
"Gambia, The","GMB","Government expenditure per student, primary (% of GDP per capita)","SE.XPD.PRIM.PC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5.00942","6.27365","5.48041","4.62527","5.26231","5.88492","6.14774","16.48889","14.41106","21.25962","20.25926","19.1939","7.27309","8.85134","8.47324","","","","","","","",
"Guinea-Bissau","GNB","Government expenditure per student, primary (% of GDP per capita)","SE.XPD.PRIM.PC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4.74635","","","","","","","","","","","","",
"Equatorial Guinea","GNQ","Government expenditure per student, primary (% of GDP per capita)","SE.XPD.PRIM.PC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Greece","GRC","Government expenditure per student, primary (% of GDP per capita)","SE.XPD.PRIM.PC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","20.20131","20.26908","","","","","","",
"Grenada","GRD","Government expenditure per student, primary (% of GDP per capita)","SE.XPD.PRIM.PC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","8.92051","","","","","","","","","","","","","","8.17698","","","","","",
